MeetID;LifterID;Name;Sex;Event;Equipment;Age;Division;BodyweightKg;WeightClassKg;Squat1Kg;Squat2Kg;Squat3Kg;Squat4Kg;Best3SquatKg;Bench1Kg;Bench2Kg;Bench3Kg;Bench4Kg;Best3BenchKg;Deadlift1Kg;Deadlift2Kg;Deadlift3Kg;Deadlift4Kg;Best3DeadliftKg;TotalKg;Place;Wilks;McCulloch
224;11174;Wai-Keung Lam;M;SBD;Single-ply;;Open;90;90;;;;;150;;;;;125;;;;;180;455;5;290.47;290.47
216;10314;Wai-Yu. Amelia Wong;F;SBD;Single-ply;54.5;Masters 2;46.45;47;60;67.5;72.5;;72.5;42.5;45;-47.5;;45;80;87.5;92.5;;92.5;210;1;284.82;284.82
10399;133193;Waikele Frantz;F;SBD;Wraps;42;F-R-M1;77.11;82.5;;;;;142.5;;;;;67.5;;;;;165;375;1;350.49;357.50
6712;78711;Waimara Haywood;F;B;Single-ply;;Open;52;52;;;;;;57.5;60;65;;65;;;;;;65;1;81.03;81.03
6713;78713;Waimaria Haywood;F;SBD;Single-ply;;Open;51.13;52;65;70;80;;80;55;60;-67.5;;60;95;105;115;;115;255;1;322.05;322.05
6722;78713;Waimaria Haywood;F;SBD;Single-ply;;Open;51.3;52;-100;100;105;;105;60;65;-67.5;;65;100;-110;-110;;100;270;2;340.12;340.12
6741;78713;Waimaria Haywood;F;SBD;Single-ply;;Open;54;57;70;80;90;;90;60;65;-70;;65;90;100;105;;105;260;1;314.75;314.75
39;1599;Waine Newby;M;SBD;Single-ply;;;124.7;125;;;;;240;;;;;160;;;;;235;635;7;362.03;362.03
10490;134792;Wainwright Curtis;M;SBD;Raw;;R-M3a;119.9;125;;;;;227.5;;;;;147.5;;;;;235;610;1;350.77;350.77
10491;134792;Wainwright Curtis;M;SBD;Raw;;R-M3a;119.3;120;;;;;227.5;;;;;142.5;;;;;240;610;1;351.18;351.18
11036;134792;Wainwright Curtis;M;SBD;Single-ply;;M3a;121.5;120+;;;;;272.5;;;;;182.5;;;;;250;705;1;404.18;404.18
11038;134792;Wainwright Curtis;M;SBD;Raw;;R-M3b;121.6;120+;210;-220;-230;;210;142.5;147.5;150;;150;-225;225;237.5;;237.5;597.5;1;342.48;342.48
11044;134792;Wainwright Curtis;M;SBD;Raw;;R-M3a;121.7;120+;200;-210;;;200;140;142.5;145;;145;230;237.5;;;237.5;582.5;1;333.82;333.82
31;1322;Waites;M;SBD;Single-ply;;O;110;110;;;;;255;;;;;142.5;;;;;270;667.5;2;392.82;392.82
12133;177124;Wakaba Stephens;F;;Raw;48;Master 45-49;53.4;56;;;;;95;;;;;57.5;;;;;115;267.5;1;326.67;358.36
12593;177124;Wakaba Stephens;F;SBD;Raw;50;Master 50-54;54.6;56;;;;;102.5;;;;;62.5;;;;;120;285;1;342.05;386.52
308;14750;Wakas Rashid;M;SBD;Wraps;39;M_OCR_ABPU;144.9;140+;165;-185;-195;;165;140;-150;-150;;140;-165;185;-195;;185;490;1;272.44;272.44
11108;153912;Waki Iwayama;M;SBD;Raw;34.5;R-O;73.8;74;140;150;160;;160;60;70;80;;80;160;180;200;;200;440;2;317.11;317.11
11119;153912;Waki Iwayama;M;SBD;Raw;35.5;R-O;88.8;93;170;180;190;;190;80;90;100;;100;200;210;220;;220;510;7;327.84;327.84
11746;169008;Wal Hillegest;M;;Raw;37;Submaster Men 35-39;73.57;75;;;;;170.00;;;;;100.00;;;;;212.50;482.50;1;348.51;348.51
2724;45104;Waldemar Balbino;M;SBD;Single-ply;41.5;M1;88.6;90;-220;220;230;;230;150;155;160;;160;-210;-210;-210;;;;DQ;;
3095;59670;Waldemar Doktor;M;SBD;Raw;40.5;Masters 1;101;105;170;-190;-190;;170;120;125;-130;;125;190;205;-212.5;;205;500;8;303.10;303.10
3103;59670;Waldemar Doktor;M;SBD;Raw;41.5;Masters 1;92.3;93;180;-195;-195;;180;115;-120;-120;;115;200;-210;-210;;200;495;11;312.08;312.08
2660;42167;Waldemar Domaszewski;M;SBD;Single-ply;;Open;99.3;100;;;;;;;;;;;;;;;;;DQ;;
12724;190959;Waldemar Grzanko;M;B;Raw;41.5;Pro Masters 40-44;116;125;;;;;;150;165;-187.5;;165;;;;;;165;5;95.66;95.66
2726;45263;Waldemar M.Silva;M;SBD;Single-ply;42.5;M1;87.2;90;220;230;-235;;230;145;150;155;;155;210;215;;;215;600;2;389.44;389.44
12733;191647;Waldemar Nacewicz;M;B;Raw;54;Pro Open;135.6;140;;;;;;220;230;240;-245;240;;;;;;240;2;134.78;162.27
12733;191647;Waldemar Nacewicz;M;B;Raw;54;Pro Masters 55-59;135.6;140;;;;;;220;230;240;-245;240;;;;;;240;1;134.78;162.27
12736;191647;Waldemar Nacewicz;M;B;Raw;53.5;Pro Open;132.45;140;;;;;;-220;220;230;235;230;;;;;;230;1;129.66;129.66
12736;191647;Waldemar Nacewicz;M;B;Raw;53.5;Pro Masters 50-54;132.45;140;;;;;;-220;220;230;235;230;;;;;;230;1;129.66;129.66
3026;56882;Waldemar Skowron;M;SBD;Single-ply;44.5;Masters 1;103.2;110;;;;;230;;;;;172.5;;;;;235;637.5;8;383.31;383.31
12662;187190;Waldo Cardenas;M;D;Single-ply;;Juniors 20-25;67.5;67.5;;;;;;;;;;;;;;;212.5;212.5;2;163.84;163.84
12659;187027;Waldo Villarreal;M;D;Single-ply;;;92.71;100;;;;;;;;;;;102.38;124.96;147.42;;147.42;147.42;6;92.75;92.75
12662;187027;Waldo Villarreal;M;B;Single-ply;;Juniors 20-25;100;100;;;;;;;;;;180;;;;;;180;1;109.55;109.55
12664;187027;Waldo Villarreal;M;B;Single-ply;;Juniors 20-25;100;100;;;;;;;;;;175;;;;;;175;2;106.50;106.50
